Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Customer S.,Communication,Leadership D.,Project M.,Technical S.
1905,24-Nov-22,Leadership Development,Internal,Passed,Buchananton,Steven Villa,2,958.46,YES,YES,YES,NO,NO
1906,05-Mar-23,Project Management,External,Passed,Pamelaborough,Steven Villa,5,228.41,YES,YES,YES,YES,NO
1907,10-Nov-22,Technical Skills,Internal,Completed,Wilsonborough,Steven Villa,2,203.44,YES,YES,YES,NO,YES
1908,21-Jul-23,Project Management,External,Incomplete,Cynthiaside,Steven Villa,2,359.08,YES,YES,YES,YES,NO
1909,15-Mar-23,Technical Skills,Internal,Passed,Leestad,Steven Villa,3,653.23,YES,YES,YES,NO,YES
1910,12-Oct-22,Customer Service,Internal,Passed,Evansshire,Steven Villa,5,614.4,YES,YES,YES,NO,NO
1911,12-Nov-22,Communication Skills,External,Passed,Trevorchester,Steven Villa,5,333.08,YES,YES,YES,NO,NO
1912,26-Mar-23,Leadership Development,External,Completed,Yangland,Steven Villa,1,718.38,YES,YES,YES,NO,NO
1913,02-Feb-23,Project Management,External,Failed,Brianland,Steven Villa,3,195.29,YES,YES,YES,YES,NO
1914,11-Jan-23,Leadership Development,External,Passed,Mckeemouth,Steven Villa,2,113.43,YES,YES,YES,NO,NO
1915,11-Nov-22,Customer Service,External,Incomplete,Wilsonbury,Steven Villa,4,651.23,YES,YES,YES,NO,NO
1916,28-Sep-22,Technical Skills,Internal,Incomplete,Allisonton,Steven Villa,1,331.66,YES,YES,YES,NO,YES
1917,24-Jan-23,Customer Service,Internal,Incomplete,Jonesside,Steven Villa,3,419.83,YES,YES,YES,NO,NO
1918,03-Aug-23,Communication Skills,External,Incomplete,South Thomas,Steven Villa,2,226.7,YES,YES,YES,NO,NO
1919,18-Jun-23,Leadership Development,External,Failed,Wellsland,Steven Villa,1,583.76,YES,YES,YES,NO,NO
1920,04-Apr-23,Customer Service,Internal,Failed,West Chadview,Steven Villa,3,646.65,YES,YES,YES,NO,NO
1921,28-May-23,Technical Skills,External,Incomplete,West Dawn,Steven Villa,2,813.17,YES,YES,YES,NO,YES
1922,14-Nov-22,Technical Skills,External,Passed,Maxwellfurt,Steven Villa,3,636.38,YES,YES,YES,NO,YES
1923,17-Nov-22,Project Management,External,Failed,Dianeview,Steven Villa,3,868.74,YES,YES,YES,YES,NO
1924,14-Jul-23,Customer Service,External,Failed,Port Hannahshire,Steven Villa,4,250.41,YES,YES,YES,NO,NO
1925,12-May-23,Communication Skills,External,Completed,Karenshire,Steven Villa,3,882.06,YES,YES,YES,NO,NO
1926,30-Jun-23,Leadership Development,Internal,Passed,New David,Steven Villa,1,350.88,YES,YES,YES,NO,NO
1927,23-Feb-23,Leadership Development,External,Completed,Michaelmouth,Steven Villa,5,571.81,YES,YES,YES,NO,NO
1928,23-Feb-23,Communication Skills,External,Failed,Toddbury,Steven Villa,3,900.89,YES,YES,YES,NO,NO
1929,04-Aug-23,Customer Service,Internal,Failed,Burchfurt,Steven Villa,3,312.56,YES,YES,YES,NO,NO
1930,30-Jun-23,Project Management,External,Incomplete,Ashleyfurt,Steven Villa,5,533.56,YES,YES,YES,YES,NO
1931,14-May-23,Leadership Development,Internal,Failed,Wolfeton,Steven Villa,5,381.36,YES,YES,YES,NO,NO
1932,19-Mar-23,Customer Service,Internal,Failed,Georgemouth,Steven Villa,2,754.08,YES,YES,YES,NO,NO
1933,17-Oct-22,Customer Service,Internal,Incomplete,Walkershire,Steven Villa,5,837.19,YES,YES,YES,NO,NO
1934,08-May-23,Leadership Development,External,Incomplete,Suzannemouth,Steven Villa,2,993.7,YES,YES,YES,NO,NO
1935,16-Sep-22,Customer Service,Internal,Completed,Rodriguezfurt,Steven Villa,2,505.4,YES,YES,YES,NO,NO
1936,21-Aug-22,Leadership Development,External,Failed,Hooverberg,Steven Villa,5,567.55,YES,YES,YES,NO,NO
1937,08-May-23,Leadership Development,External,Completed,Chapmanstad,Steven Villa,4,774.74,YES,YES,YES,NO,NO
1938,24-Aug-22,Communication Skills,External,Passed,Annaton,Steven Villa,5,316.61,YES,YES,YES,NO,NO
1939,27-Oct-22,Communication Skills,External,Completed,East Joseph,Steven Villa,3,531.73,YES,YES,YES,NO,NO
1940,16-Jan-23,Communication Skills,External,Failed,Denisehaven,Steven Villa,2,342.26,YES,YES,YES,NO,NO
1941,04-Feb-23,Leadership Development,External,Failed,Perryborough,Steven Villa,3,158.79,YES,YES,YES,NO,NO
1942,15-Apr-23,Customer Service,Internal,Completed,West Stephanieton,Steven Villa,3,250.51,YES,YES,YES,NO,NO
1943,13-May-23,Technical Skills,Internal,Passed,Bassborough,Steven Villa,3,453.4,YES,YES,YES,NO,YES
1944,26-Oct-22,Technical Skills,External,Completed,New Maryfort,Steven Villa,5,742.31,YES,YES,YES,NO,YES
1945,12-Jan-23,Customer Service,External,Passed,Rachelbury,Steven Villa,5,341.94,YES,YES,YES,NO,NO
1946,30-Aug-22,Customer Service,Internal,Completed,Delgadomouth,Steven Villa,1,967.18,YES,YES,YES,NO,NO
1947,14-Nov-22,Communication Skills,External,Failed,Brewerchester,Steven Villa,3,147.4,YES,YES,YES,NO,NO
1948,23-May-23,Project Management,External,Failed,Port Patrickport,Steven Villa,4,884.26,YES,YES,YES,YES,NO
1949,28-Apr-23,Customer Service,Internal,Incomplete,Jodyville,Steven Villa,5,592.96,YES,YES,YES,NO,NO
1950,21-Feb-23,Project Management,External,Passed,Michaelchester,Steven Villa,2,801.28,YES,YES,YES,YES,NO
1951,29-Apr-23,Leadership Development,Internal,Incomplete,Veronicatown,Steven Villa,2,717.95,YES,YES,YES,NO,NO
1952,05-Mar-23,Leadership Development,Internal,Passed,East Jeff,Steven Villa,1,846.22,YES,YES,YES,NO,NO
1953,13-Aug-22,Leadership Development,External,Passed,West Kelli,Steven Villa,4,275.62,YES,YES,YES,NO,NO
1954,14-Aug-22,Customer Service,External,Passed,Lake Cindy,Steven Villa,5,837.05,YES,YES,YES,NO,NO
1955,22-Jul-23,Leadership Development,Internal,Incomplete,Port Catherineside,Steven Villa,3,202.35,YES,YES,YES,NO,NO
1956,05-Jun-23,Communication Skills,External,Passed,Lake Justin,Steven Villa,4,590.97,YES,YES,YES,NO,NO
1957,14-Apr-23,Customer Service,External,Failed,North Meganstad,Steven Villa,5,744.55,YES,YES,YES,NO,NO
1958,23-May-23,Communication Skills,External,Incomplete,North Carolynside,Steven Villa,2,141.91,YES,YES,YES,NO,NO
1959,13-Sep-22,Project Management,External,Completed,Lake Travisfort,Steven Villa,2,883.34,YES,YES,YES,YES,NO
1960,28-Apr-23,Leadership Development,Internal,Passed,Port Jamiemouth,Steven Villa,4,176.82,YES,YES,YES,NO,NO
1961,25-Apr-23,Customer Service,External,Failed,Juliehaven,Ashley Meyer,1,767.22,YES,YES,YES,NO,NO
1962,02-Oct-22,Leadership Development,External,Completed,Stephanietown,Jeremy Little,5,555.6,YES,YES,YES,NO,NO
1963,13-Jun-23,Technical Skills,Internal,Incomplete,Danielhaven,Sarah Stone,2,316.03,YES,YES,YES,NO,YES
1964,22-May-23,Customer Service,Internal,Failed,East Tina,David Hart,1,540.96,YES,YES,YES,NO,NO
1965,16-Oct-22,Leadership Development,External,Failed,Sandramouth,David Hart,3,444.23,YES,YES,YES,NO,NO
1966,19-May-23,Communication Skills,External,Failed,Dennisberg,David Hart,5,497.54,YES,YES,YES,NO,NO
1967,23-Jul-23,Customer Service,Internal,Incomplete,West Austin,David Hart,4,300.95,YES,YES,YES,NO,NO
1968,25-Nov-22,Customer Service,Internal,Incomplete,East Charleneview,David Hart,2,283.06,YES,YES,YES,NO,NO
1969,29-Aug-22,Communication Skills,External,Incomplete,North Ericside,David Hart,4,967.94,YES,YES,YES,NO,NO
1970,27-Mar-23,Leadership Development,External,Failed,Douglasland,David Hart,1,398.23,YES,YES,YES,NO,NO
1971,20-Dec-22,Leadership Development,External,Incomplete,West Sandratown,David Hart,1,331.8,YES,YES,YES,NO,NO
1972,26-Apr-23,Leadership Development,External,Incomplete,Powellside,David Hart,4,349.48,YES,YES,YES,NO,NO
1973,01-Apr-23,Communication Skills,External,Failed,Geraldchester,David Hart,1,596.48,YES,YES,YES,NO,NO
1974,08-Oct-22,Project Management,Internal,Incomplete,Port Billy,David Hart,2,677.45,YES,YES,YES,YES,NO
1975,12-Mar-23,Customer Service,Internal,Failed,Granttown,David Hart,5,664.61,YES,YES,YES,NO,NO
1976,16-Nov-22,Communication Skills,External,Completed,West Paul,David Hart,5,405.13,YES,YES,YES,NO,NO
1977,26-May-23,Leadership Development,Internal,Incomplete,Port Austin,David Hart,5,781.27,YES,YES,YES,NO,NO
1978,18-Jan-23,Leadership Development,Internal,Failed,Jerryborough,David Hart,5,983.61,YES,YES,YES,NO,NO
1979,19-May-23,Communication Skills,External,Failed,Torresmouth,David Hart,1,656.46,YES,YES,YES,NO,NO
1980,25-Mar-23,Project Management,External,Failed,Port Mariah,David Hart,1,446.07,YES,YES,YES,YES,NO
1981,10-Aug-22,Leadership Development,Internal,Passed,Harmonmouth,David Hart,1,676.42,YES,YES,YES,NO,NO
1982,29-Jan-23,Leadership Development,Internal,Passed,West Aaron,David Hart,5,861.83,YES,YES,YES,NO,NO
1983,28-Dec-22,Customer Service,Internal,Failed,East William,David Hart,5,769.23,YES,YES,YES,NO,NO
1984,18-Aug-22,Leadership Development,Internal,Failed,Devinfurt,David Hart,4,983.02,YES,YES,YES,NO,NO
1985,28-Sep-22,Communication Skills,External,Incomplete,Sheltonborough,David Hart,3,474.95,YES,YES,YES,NO,NO
1986,21-Feb-23,Communication Skills,External,Failed,Laurenton,David Hart,3,800.81,YES,YES,YES,NO,NO
1987,27-Jun-23,Communication Skills,External,Failed,West Taratown,David Hart,2,844.93,YES,YES,YES,NO,NO
1988,18-May-23,Project Management,External,Completed,Andersonchester,David Hart,4,903.8,YES,YES,YES,YES,NO
1989,04-Dec-22,Leadership Development,External,Incomplete,Cookview,David Hart,4,329.3,YES,YES,YES,NO,NO
1990,18-Sep-22,Leadership Development,Internal,Incomplete,Mccarthyhaven,David Hart,1,332.51,YES,YES,YES,NO,NO
1991,24-Jan-23,Technical Skills,External,Failed,Allenhaven,David Hart,2,643.63,YES,YES,YES,NO,YES
1992,11-Sep-22,Communication Skills,External,Failed,North Samuelview,David Hart,2,827.05,YES,YES,YES,NO,NO
1993,02-May-23,Customer Service,External,Failed,North Andrew,David Hart,3,995.42,YES,YES,YES,NO,NO
1994,20-Apr-23,Technical Skills,External,Passed,Martinchester,David Hart,4,360.61,YES,YES,YES,NO,YES
1995,23-Aug-22,Communication Skills,External,Passed,East Jamie,David Hart,3,658.54,YES,YES,YES,NO,NO
1996,16-Dec-22,Communication Skills,External,Failed,Coxshire,David Hart,5,250.11,YES,YES,YES,NO,NO
1997,29-Apr-23,Project Management,Internal,Failed,East Karenberg,David Hart,4,819.65,YES,YES,YES,YES,NO
1998,01-Dec-22,Technical Skills,Internal,Completed,East Michael,David Hart,2,186.77,YES,YES,YES,NO,YES
1999,08-May-23,Technical Skills,External,Passed,Lewisland,David Hart,4,633.67,YES,YES,YES,NO,YES
2000,20-Mar-23,Technical Skills,Internal,Incomplete,East Erin,David Hart,3,236.34,YES,YES,YES,NO,YES
