Date,DateAsInteger,Year,MonthNo,YearMonthNo,YearMonth,MonthShort,MonthLong,WeekNo,WeekDay,WeekDayShort,Quarter,YearQuarter
2010-10-26 00:00:00.000,"20101026",2010,"10","2010/10","2010/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2010/Q4"
2011-10-04 00:00:00.000,"20111004",2011,"10","2011/10","2011/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2011/Q4"
2011-10-11 00:00:00.000,"20111011",2011,"10","2011/10","2011/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2011/Q4"
2011-10-18 00:00:00.000,"20111018",2011,"10","2011/10","2011/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2011/Q4"
2011-10-25 00:00:00.000,"20111025",2011,"10","2011/10","2011/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2011/Q4"
2012-10-02 00:00:00.000,"20121002",2012,"10","2012/10","2012/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2012/Q4"
2012-10-09 00:00:00.000,"20121009",2012,"10","2012/10","2012/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2012/Q4"
2012-10-16 00:00:00.000,"20121016",2012,"10","2012/10","2012/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2012/Q4"
2012-10-23 00:00:00.000,"20121023",2012,"10","2012/10","2012/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2012/Q4"
2012-10-30 00:00:00.000,"20121030",2012,"10","2012/10","2012/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2012/Q4"
2013-10-01 00:00:00.000,"20131001",2013,"10","2013/10","2013/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2013/Q4"
2013-10-08 00:00:00.000,"20131008",2013,"10","2013/10","2013/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2013/Q4"
2013-10-15 00:00:00.000,"20131015",2013,"10","2013/10","2013/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2013/Q4"
2013-10-22 00:00:00.000,"20131022",2013,"10","2013/10","2013/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2013/Q4"
2013-10-29 00:00:00.000,"20131029",2013,"10","2013/10","2013/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2013/Q4"
2014-10-07 00:00:00.000,"20141007",2014,"10","2014/10","2014/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2014/Q4"
2014-10-14 00:00:00.000,"20141014",2014,"10","2014/10","2014/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2014/Q4"
2014-10-21 00:00:00.000,"20141021",2014,"10","2014/10","2014/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2014/Q4"
2014-10-28 00:00:00.000,"20141028",2014,"10","2014/10","2014/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2014/Q4"
2015-10-06 00:00:00.000,"20151006",2015,"10","2015/10","2015/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2015/Q4"
2015-10-13 00:00:00.000,"20151013",2015,"10","2015/10","2015/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2015/Q4"
2015-10-20 00:00:00.000,"20151020",2015,"10","2015/10","2015/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2015/Q4"
2015-10-27 00:00:00.000,"20151027",2015,"10","2015/10","2015/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2015/Q4"
2016-10-04 00:00:00.000,"20161004",2016,"10","2016/10","2016/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2016/Q4"
2016-10-11 00:00:00.000,"20161011",2016,"10","2016/10","2016/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2016/Q4"
2016-10-18 00:00:00.000,"20161018",2016,"10","2016/10","2016/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2016/Q4"
2016-10-25 00:00:00.000,"20161025",2016,"10","2016/10","2016/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2016/Q4"
2017-10-03 00:00:00.000,"20171003",2017,"10","2017/10","2017/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2017/Q4"
2017-10-10 00:00:00.000,"20171010",2017,"10","2017/10","2017/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2017/Q4"
2017-10-17 00:00:00.000,"20171017",2017,"10","2017/10","2017/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2017/Q4"
2017-10-24 00:00:00.000,"20171024",2017,"10","2017/10","2017/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2017/Q4"
2017-10-31 00:00:00.000,"20171031",2017,"10","2017/10","2017/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2017/Q4"
2018-10-02 00:00:00.000,"20181002",2018,"10","2018/10","2018/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2018/Q4"
2018-10-09 00:00:00.000,"20181009",2018,"10","2018/10","2018/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2018/Q4"
2018-10-16 00:00:00.000,"20181016",2018,"10","2018/10","2018/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2018/Q4"
2018-10-23 00:00:00.000,"20181023",2018,"10","2018/10","2018/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2018/Q4"
2018-10-30 00:00:00.000,"20181030",2018,"10","2018/10","2018/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2018/Q4"
2019-10-01 00:00:00.000,"20191001",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2019/Q4"
2019-10-08 00:00:00.000,"20191008",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2019/Q4"
2019-10-15 00:00:00.000,"20191015",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2019/Q4"
2019-10-22 00:00:00.000,"20191022",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2019/Q4"
2019-10-29 00:00:00.000,"20191029",2019,"10","2019/10","2019/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2019/Q4"
2020-10-06 00:00:00.000,"20201006",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2020/Q4"
2020-10-13 00:00:00.000,"20201013",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2020/Q4"
2020-10-20 00:00:00.000,"20201020",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2020/Q4"
2020-10-27 00:00:00.000,"20201027",2020,"10","2020/10","2020/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2020/Q4"
2021-10-05 00:00:00.000,"20211005",2021,"10","2021/10","2021/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2021/Q4"
2021-10-12 00:00:00.000,"20211012",2021,"10","2021/10","2021/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2021/Q4"
2021-10-19 00:00:00.000,"20211019",2021,"10","2021/10","2021/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2021/Q4"
2021-10-26 00:00:00.000,"20211026",2021,"10","2021/10","2021/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2021/Q4"
2022-10-04 00:00:00.000,"20221004",2022,"10","2022/10","2022/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2022/Q4"
2022-10-11 00:00:00.000,"20221011",2022,"10","2022/10","2022/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2022/Q4"
2022-10-18 00:00:00.000,"20221018",2022,"10","2022/10","2022/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2022/Q4"
2022-10-25 00:00:00.000,"20221025",2022,"10","2022/10","2022/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2022/Q4"
2023-10-03 00:00:00.000,"20231003",2023,"10","2023/10","2023/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2023/Q4"
2023-10-10 00:00:00.000,"20231010",2023,"10","2023/10","2023/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2023/Q4"
2023-10-17 00:00:00.000,"20231017",2023,"10","2023/10","2023/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2023/Q4"
2023-10-24 00:00:00.000,"20231024",2023,"10","2023/10","2023/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2023/Q4"
2023-10-31 00:00:00.000,"20231031",2023,"10","2023/10","2023/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2023/Q4"
2024-10-01 00:00:00.000,"20241001",2024,"10","2024/10","2024/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2024/Q4"
2024-10-08 00:00:00.000,"20241008",2024,"10","2024/10","2024/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2024/Q4"
2024-10-15 00:00:00.000,"20241015",2024,"10","2024/10","2024/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2024/Q4"
2024-10-22 00:00:00.000,"20241022",2024,"10","2024/10","2024/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2024/Q4"
2024-10-29 00:00:00.000,"20241029",2024,"10","2024/10","2024/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2024/Q4"
2025-10-07 00:00:00.000,"20251007",2025,"10","2025/10","2025/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2025/Q4"
2025-10-14 00:00:00.000,"20251014",2025,"10","2025/10","2025/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2025/Q4"
2025-10-21 00:00:00.000,"20251021",2025,"10","2025/10","2025/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2025/Q4"
2025-10-28 00:00:00.000,"20251028",2025,"10","2025/10","2025/Oct","Oct","October",3,"Tuesday","Tuesday","Q4","2025/Q4"
1967-10-04 00:00:00.000,"19671004",1967,"10","1967/10","1967/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1967/Q4"
1967-10-11 00:00:00.000,"19671011",1967,"10","1967/10","1967/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1967/Q4"
1967-10-18 00:00:00.000,"19671018",1967,"10","1967/10","1967/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1967/Q4"
1967-10-25 00:00:00.000,"19671025",1967,"10","1967/10","1967/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1967/Q4"
1968-10-02 00:00:00.000,"19681002",1968,"10","1968/10","1968/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1968/Q4"
1968-10-09 00:00:00.000,"19681009",1968,"10","1968/10","1968/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1968/Q4"
1968-10-16 00:00:00.000,"19681016",1968,"10","1968/10","1968/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1968/Q4"
1968-10-23 00:00:00.000,"19681023",1968,"10","1968/10","1968/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1968/Q4"
1968-10-30 00:00:00.000,"19681030",1968,"10","1968/10","1968/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1968/Q4"
1969-10-01 00:00:00.000,"19691001",1969,"10","1969/10","1969/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1969/Q4"
1969-10-08 00:00:00.000,"19691008",1969,"10","1969/10","1969/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1969/Q4"
1969-10-15 00:00:00.000,"19691015",1969,"10","1969/10","1969/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1969/Q4"
1969-10-22 00:00:00.000,"19691022",1969,"10","1969/10","1969/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1969/Q4"
1969-10-29 00:00:00.000,"19691029",1969,"10","1969/10","1969/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1969/Q4"
1970-10-07 00:00:00.000,"19701007",1970,"10","1970/10","1970/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1970/Q4"
1970-10-14 00:00:00.000,"19701014",1970,"10","1970/10","1970/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1970/Q4"
1970-10-21 00:00:00.000,"19701021",1970,"10","1970/10","1970/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1970/Q4"
1970-10-28 00:00:00.000,"19701028",1970,"10","1970/10","1970/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1970/Q4"
1971-10-06 00:00:00.000,"19711006",1971,"10","1971/10","1971/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1971/Q4"
1971-10-13 00:00:00.000,"19711013",1971,"10","1971/10","1971/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1971/Q4"
1971-10-20 00:00:00.000,"19711020",1971,"10","1971/10","1971/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1971/Q4"
1971-10-27 00:00:00.000,"19711027",1971,"10","1971/10","1971/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1971/Q4"
1972-10-04 00:00:00.000,"19721004",1972,"10","1972/10","1972/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1972/Q4"
1972-10-11 00:00:00.000,"19721011",1972,"10","1972/10","1972/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1972/Q4"
1972-10-18 00:00:00.000,"19721018",1972,"10","1972/10","1972/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1972/Q4"
1972-10-25 00:00:00.000,"19721025",1972,"10","1972/10","1972/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1972/Q4"
1973-10-03 00:00:00.000,"19731003",1973,"10","1973/10","1973/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1973/Q4"
1973-10-10 00:00:00.000,"19731010",1973,"10","1973/10","1973/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1973/Q4"
1973-10-17 00:00:00.000,"19731017",1973,"10","1973/10","1973/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1973/Q4"
1973-10-24 00:00:00.000,"19731024",1973,"10","1973/10","1973/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1973/Q4"
1973-10-31 00:00:00.000,"19731031",1973,"10","1973/10","1973/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1973/Q4"
1974-10-02 00:00:00.000,"19741002",1974,"10","1974/10","1974/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1974/Q4"
1974-10-09 00:00:00.000,"19741009",1974,"10","1974/10","1974/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1974/Q4"
1974-10-16 00:00:00.000,"19741016",1974,"10","1974/10","1974/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1974/Q4"
1974-10-23 00:00:00.000,"19741023",1974,"10","1974/10","1974/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1974/Q4"
1974-10-30 00:00:00.000,"19741030",1974,"10","1974/10","1974/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1974/Q4"
1975-10-01 00:00:00.000,"19751001",1975,"10","1975/10","1975/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1975/Q4"
1975-10-08 00:00:00.000,"19751008",1975,"10","1975/10","1975/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1975/Q4"
1975-10-15 00:00:00.000,"19751015",1975,"10","1975/10","1975/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1975/Q4"
1975-10-22 00:00:00.000,"19751022",1975,"10","1975/10","1975/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1975/Q4"
1975-10-29 00:00:00.000,"19751029",1975,"10","1975/10","1975/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1975/Q4"
1976-10-06 00:00:00.000,"19761006",1976,"10","1976/10","1976/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1976/Q4"
1976-10-13 00:00:00.000,"19761013",1976,"10","1976/10","1976/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1976/Q4"
1976-10-20 00:00:00.000,"19761020",1976,"10","1976/10","1976/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1976/Q4"
1976-10-27 00:00:00.000,"19761027",1976,"10","1976/10","1976/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1976/Q4"
1977-10-05 00:00:00.000,"19771005",1977,"10","1977/10","1977/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1977/Q4"
1977-10-12 00:00:00.000,"19771012",1977,"10","1977/10","1977/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1977/Q4"
1977-10-19 00:00:00.000,"19771019",1977,"10","1977/10","1977/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1977/Q4"
1977-10-26 00:00:00.000,"19771026",1977,"10","1977/10","1977/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1977/Q4"
1978-10-04 00:00:00.000,"19781004",1978,"10","1978/10","1978/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1978/Q4"
1978-10-11 00:00:00.000,"19781011",1978,"10","1978/10","1978/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1978/Q4"
1978-10-18 00:00:00.000,"19781018",1978,"10","1978/10","1978/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1978/Q4"
1978-10-25 00:00:00.000,"19781025",1978,"10","1978/10","1978/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1978/Q4"
1979-10-03 00:00:00.000,"19791003",1979,"10","1979/10","1979/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1979/Q4"
1979-10-10 00:00:00.000,"19791010",1979,"10","1979/10","1979/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1979/Q4"
1979-10-17 00:00:00.000,"19791017",1979,"10","1979/10","1979/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1979/Q4"
1979-10-24 00:00:00.000,"19791024",1979,"10","1979/10","1979/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1979/Q4"
1979-10-31 00:00:00.000,"19791031",1979,"10","1979/10","1979/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1979/Q4"
1980-10-01 00:00:00.000,"19801001",1980,"10","1980/10","1980/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1980/Q4"
1980-10-08 00:00:00.000,"19801008",1980,"10","1980/10","1980/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1980/Q4"
1980-10-15 00:00:00.000,"19801015",1980,"10","1980/10","1980/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1980/Q4"
1980-10-22 00:00:00.000,"19801022",1980,"10","1980/10","1980/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1980/Q4"
1980-10-29 00:00:00.000,"19801029",1980,"10","1980/10","1980/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1980/Q4"
1981-10-07 00:00:00.000,"19811007",1981,"10","1981/10","1981/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1981/Q4"
1981-10-14 00:00:00.000,"19811014",1981,"10","1981/10","1981/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1981/Q4"
1981-10-21 00:00:00.000,"19811021",1981,"10","1981/10","1981/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1981/Q4"
1981-10-28 00:00:00.000,"19811028",1981,"10","1981/10","1981/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1981/Q4"
1982-10-06 00:00:00.000,"19821006",1982,"10","1982/10","1982/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1982/Q4"
1982-10-13 00:00:00.000,"19821013",1982,"10","1982/10","1982/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1982/Q4"
1982-10-20 00:00:00.000,"19821020",1982,"10","1982/10","1982/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1982/Q4"
1982-10-27 00:00:00.000,"19821027",1982,"10","1982/10","1982/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1982/Q4"
1983-10-05 00:00:00.000,"19831005",1983,"10","1983/10","1983/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1983/Q4"
1983-10-12 00:00:00.000,"19831012",1983,"10","1983/10","1983/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1983/Q4"
1983-10-19 00:00:00.000,"19831019",1983,"10","1983/10","1983/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1983/Q4"
1983-10-26 00:00:00.000,"19831026",1983,"10","1983/10","1983/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1983/Q4"
1984-10-03 00:00:00.000,"19841003",1984,"10","1984/10","1984/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1984/Q4"
1984-10-10 00:00:00.000,"19841010",1984,"10","1984/10","1984/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1984/Q4"
1984-10-17 00:00:00.000,"19841017",1984,"10","1984/10","1984/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1984/Q4"
1984-10-24 00:00:00.000,"19841024",1984,"10","1984/10","1984/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1984/Q4"
1984-10-31 00:00:00.000,"19841031",1984,"10","1984/10","1984/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1984/Q4"
1985-10-02 00:00:00.000,"19851002",1985,"10","1985/10","1985/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1985/Q4"
1985-10-09 00:00:00.000,"19851009",1985,"10","1985/10","1985/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1985/Q4"
1985-10-16 00:00:00.000,"19851016",1985,"10","1985/10","1985/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1985/Q4"
1985-10-23 00:00:00.000,"19851023",1985,"10","1985/10","1985/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1985/Q4"
1985-10-30 00:00:00.000,"19851030",1985,"10","1985/10","1985/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1985/Q4"
1986-10-01 00:00:00.000,"19861001",1986,"10","1986/10","1986/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1986/Q4"
1986-10-08 00:00:00.000,"19861008",1986,"10","1986/10","1986/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1986/Q4"
1986-10-15 00:00:00.000,"19861015",1986,"10","1986/10","1986/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1986/Q4"
1986-10-22 00:00:00.000,"19861022",1986,"10","1986/10","1986/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1986/Q4"
1986-10-29 00:00:00.000,"19861029",1986,"10","1986/10","1986/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1986/Q4"
1987-10-07 00:00:00.000,"19871007",1987,"10","1987/10","1987/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1987/Q4"
1987-10-14 00:00:00.000,"19871014",1987,"10","1987/10","1987/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1987/Q4"
1987-10-21 00:00:00.000,"19871021",1987,"10","1987/10","1987/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1987/Q4"
1987-10-28 00:00:00.000,"19871028",1987,"10","1987/10","1987/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1987/Q4"
1988-10-05 00:00:00.000,"19881005",1988,"10","1988/10","1988/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1988/Q4"
1988-10-12 00:00:00.000,"19881012",1988,"10","1988/10","1988/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1988/Q4"
1988-10-19 00:00:00.000,"19881019",1988,"10","1988/10","1988/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1988/Q4"
1988-10-26 00:00:00.000,"19881026",1988,"10","1988/10","1988/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1988/Q4"
1989-10-04 00:00:00.000,"19891004",1989,"10","1989/10","1989/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1989/Q4"
1989-10-11 00:00:00.000,"19891011",1989,"10","1989/10","1989/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1989/Q4"
1989-10-18 00:00:00.000,"19891018",1989,"10","1989/10","1989/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1989/Q4"
1989-10-25 00:00:00.000,"19891025",1989,"10","1989/10","1989/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1989/Q4"
1990-10-03 00:00:00.000,"19901003",1990,"10","1990/10","1990/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1990/Q4"
1990-10-10 00:00:00.000,"19901010",1990,"10","1990/10","1990/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1990/Q4"
1990-10-17 00:00:00.000,"19901017",1990,"10","1990/10","1990/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1990/Q4"
1990-10-24 00:00:00.000,"19901024",1990,"10","1990/10","1990/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1990/Q4"
1990-10-31 00:00:00.000,"19901031",1990,"10","1990/10","1990/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1990/Q4"
1991-10-02 00:00:00.000,"19911002",1991,"10","1991/10","1991/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1991/Q4"
1991-10-09 00:00:00.000,"19911009",1991,"10","1991/10","1991/Oct","Oct","October",4,"Wednesday","Wednesday","Q4","1991/Q4"
